emp_no,first_name,last_name,title,from_date,to_date,recenttitle
248953,Percy,Sudbeck,Assistant Engineer,1996-08-29,9999-01-01,1
249239,Hideyuki,Decleir,Senior Engineer,1994-05-04,9999-01-01,1
249325,Ute,Pokrovskii,Staff,1997-06-09,9999-01-01,1
249433,Ayonca,Matzov,Senior Engineer,1997-06-03,9999-01-01,1
249504,Dmitry,Velardi,Senior Engineer,2000-02-29,9999-01-01,1
249780,Nechama,Gaughan,Senior Engineer,1996-01-16,9999-01-01,1
249799,Jolita,Neimat,Senior Engineer,1999-12-27,9999-01-01,1
249866,Steen,Gubsky,Senior Staff,1998-01-14,9999-01-01,1
249969,Georgi,Luiz,Senior Engineer,1999-06-10,9999-01-01,1
250411,Ranga,Sommen,Senior Staff,1996-01-21,9999-01-01,1
250452,Alexius,Plavsic,Senior Engineer,2000-01-17,9999-01-01,1
250748,Kish,Turnbull,Senior Engineer,1994-02-10,9999-01-01,1
251166,Hinrich,Hooghiemstra,Senior Staff,1993-10-05,9999-01-01,1
251233,Yucel,Bernini,Senior Engineer,1998-02-19,9999-01-01,1
251301,Pintsang,Impagliazzo,Senior Staff,1989-05-06,9999-01-01,1
251341,Divier,Kumaresan,Senior Staff,1998-12-05,9999-01-01,1
251403,Utpal,DuBourdieux,Technique Leader,1997-11-19,9999-01-01,1
251437,Shichao,Iwayama,Engineer,1996-10-17,9999-01-01,1
251645,Bezalel,Tsunoo,Senior Staff,2001-06-17,9999-01-01,1
251680,Moty,Sommen,Senior Engineer,1990-08-14,9999-01-01,1
251814,Mitsuyuki,Zockler,Technique Leader,1998-09-14,9999-01-01,1
252185,Chaosheng,Conta,Engineer,2002-04-14,9999-01-01,1
252316,Gill,Niizuma,Senior Engineer,1999-10-08,9999-01-01,1
252392,Sanjeeva,Peron,Senior Engineer,1999-12-26,9999-01-01,1
253029,Thodoros,Thimonier,Engineer,1995-04-05,9999-01-01,1
253707,Insup,Hainaut,Staff,1998-02-11,9999-01-01,1
253838,Stafford,Terlouw,Assistant Engineer,1999-02-21,9999-01-01,1
253893,Huiqun,Trystram,Senior Engineer,1993-05-10,9999-01-01,1
254044,Gunilla,Brendel,Senior Engineer,2000-04-10,9999-01-01,1
254399,Armond,Lores,Technique Leader,1999-09-16,9999-01-01,1
254821,Tonny,Couchot,Staff,1994-12-12,9999-01-01,1
255466,Huan,Roccetti,Senior Engineer,1985-07-03,9999-01-01,1
255657,Oldrich,Cyre,Senior Engineer,1994-02-10,9999-01-01,1
255779,Heejo,Merle,Technique Leader,1997-09-04,9999-01-01,1
256216,Halsur,Brodal,Engineer,1997-11-22,9999-01-01,1
256856,Hongzue,Barbanera,Senior Staff,1995-06-17,9999-01-01,1
256881,Ioana,Jakobus,Senior Engineer,1999-08-10,9999-01-01,1
256888,Heather,Pehl,Staff,1993-09-15,9999-01-01,1
257062,Stabislas,Pardalos,Senior Engineer,1997-06-21,9999-01-01,1
257378,Pascal,Bernatsky,Senior Staff,1995-09-04,9999-01-01,1
257469,Anyuan,Hanratty,Senior Staff,1996-01-06,9999-01-01,1
257484,Shaowei,Nicolson,Senior Staff,1995-12-07,9999-01-01,1
258028,Mountaz,Reinhart,Engineer,2000-01-21,9999-01-01,1
258124,Mariusz,Zolotykh,Senior Staff,1990-07-28,9999-01-01,1
258470,Weiwu,Butner,Staff,1995-02-14,9999-01-01,1
258643,Przemyslawa,Esposito,Senior Engineer,2001-02-26,9999-01-01,1
259042,Xiaoqiang,Farrow,Staff,1997-01-01,9999-01-01,1
259237,Palash,Gammage,Senior Staff,1994-10-23,9999-01-01,1
259273,Xiahua,Gomatam,Senior Engineer,1989-12-01,9999-01-01,1
259611,Shuichi,Marrakchi,Senior Staff,1990-08-21,9999-01-01,1
259619,Conal,Magliocco,Senior Staff,1992-05-09,9999-01-01,1
259718,Stepehn,Bouloucos,Senior Staff,1997-09-16,9999-01-01,1
260153,Mingdong,Baar,Technique Leader,1991-10-14,9999-01-01,1
260249,Vugranam,Beausoleil,Staff,1998-05-14,9999-01-01,1
260361,Reinhold,Rahier,Engineer,1995-06-06,9999-01-01,1
260399,Hatem,Birsak,Senior Staff,1995-04-10,9999-01-01,1
260408,Sasan,Brookner,Senior Staff,2001-09-03,9999-01-01,1
260501,Dzung,Pargas,Technique Leader,1990-05-17,9999-01-01,1
261184,Masako,Kornatzky,Senior Engineer,1987-08-29,9999-01-01,1
261631,Jianhua,Huttel,Engineer,1998-02-23,9999-01-01,1
261662,Berni,Assaf,Senior Staff,1989-09-08,9999-01-01,1
261737,Mark,Lindqvist,Senior Engineer,1997-11-22,9999-01-01,1
261986,Gila,Ramsak,Senior Engineer,1997-05-13,9999-01-01,1
261990,Volkmar,Czaja,Senior Staff,1998-04-01,9999-01-01,1
262208,Mrinalini,Holburn,Senior Staff,1987-04-20,9999-01-01,1
262210,Chinho,Bottner,Senior Engineer,1999-07-30,9999-01-01,1
262328,Mayuko,Vural,Staff,1997-12-24,9999-01-01,1
262439,Lorien,Lagarias,Senior Staff,1994-10-10,9999-01-01,1
262636,Tamiya,Reutenauer,Senior Engineer,1985-06-02,9999-01-01,1
262752,Pramod,Bierman,Engineer,1997-12-12,9999-01-01,1
262928,Piyush,Gill,Senior Engineer,1998-08-31,9999-01-01,1
263012,Hideo,Buchter,Staff,1999-05-01,9999-01-01,1
263186,Danny,Lowrie,Technique Leader,1995-09-13,9999-01-01,1
263370,Shakhar,Ranze,Staff,1999-05-29,9999-01-01,1
263439,Atreye,Kabayashi,Senior Engineer,1986-12-15,9999-01-01,1
263645,Mingsen,Lally,Senior Engineer,1990-12-04,9999-01-01,1
263649,Mechthild,Zongker,Senior Staff,1993-07-26,9999-01-01,1
263926,Fusako,Schwartzbauer,Senior Staff,1993-04-07,9999-01-01,1
264030,Zdislav,Solares,Engineer,1998-12-14,9999-01-01,1
264167,Baoqiu,Tomescu,Senior Engineer,1996-05-01,9999-01-01,1
264322,Leandro,Swist,Senior Staff,1997-01-05,9999-01-01,1
264626,Noritoshi,Bakhtari,Senior Staff,1998-02-03,9999-01-01,1
264939,Bogdan,Bahi,Senior Engineer,1992-02-10,9999-01-01,1
265039,Navid,Staudhammer,Senior Staff,2000-10-18,9999-01-01,1
265521,Kensei,Salverda,Senior Engineer,2001-05-25,9999-01-01,1
265558,Susuma,Kleiser,Senior Staff,1994-08-02,9999-01-01,1
265794,Miquel,Halloran,Senior Staff,2002-01-14,9999-01-01,1
265875,Fan,Marsiglia,Senior Engineer,1997-09-03,9999-01-01,1
266206,Zsolt,Anily,Senior Staff,1991-08-19,9999-01-01,1
266249,Sumant,Nishimukai,Senior Staff,1991-03-28,9999-01-01,1
266310,Zvonko,Serdy,Senior Staff,1992-06-23,9999-01-01,1
266644,Anwar,Gubsky,Senior Staff,1999-08-09,9999-01-01,1
266862,Mart,Plumb,Senior Staff,1986-04-21,9999-01-01,1
266881,Mokhtar,Sabnani,Senior Staff,1997-08-28,9999-01-01,1
267059,Moie,Tempesti,Senior Staff,2000-06-28,9999-01-01,1
267227,Susuma,Tagansky,Senior Engineer,2001-01-21,9999-01-01,1
267304,Jordanka,Axelband,Senior Staff,1994-06-27,9999-01-01,1
267667,Irena,Kaiserswerth,Senior Staff,1994-09-05,9999-01-01,1
268043,Narain,Mikschl,Engineer,1997-11-02,9999-01-01,1
268191,LiMin,Teitelbaum,Senior Engineer,1995-11-01,9999-01-01,1
269728,Naftali,Kragelund,Senior Staff,1993-05-15,9999-01-01,1
270084,Ulises,Frolund,Senior Staff,1993-07-26,9999-01-01,1
270716,Shunichi,Baer,Staff,1998-02-04,9999-01-01,1
270794,Dannz,Zhang,Senior Staff,1991-06-26,9999-01-01,1
271106,Taisook,Kampfer,Engineer,1997-11-30,9999-01-01,1
271219,Odoardo,Tyugu,Engineer,1994-11-07,9999-01-01,1
272141,Tsutomu,Neiman,Senior Staff,1993-05-05,9999-01-01,1
272285,Gully,Mitchem,Senior Staff,1995-01-22,9999-01-01,1
272316,Surveyors,Muhling,Engineer,1999-07-19,9999-01-01,1
272452,Mitsuyuki,Isard,Engineer,1996-08-17,9999-01-01,1
272599,Holgard,Hegner,Senior Staff,1998-07-15,9999-01-01,1
272860,Minghong,Candan,Assistant Engineer,1994-02-10,9999-01-01,1
273159,Divine,Hofmeyr,Technique Leader,1989-04-14,9999-01-01,1
273286,Brigham,Asmuth,Senior Engineer,1996-01-24,9999-01-01,1
273396,Wayne,Baba,Engineer,1998-03-07,9999-01-01,1
273806,Hongzhu,Beetstra,Senior Staff,2000-01-24,9999-01-01,1
273858,Gunilla,Matzen,Senior Staff,1995-12-28,9999-01-01,1
274071,Mingsen,Weiland,Staff,1995-10-12,9999-01-01,1
274271,Prodip,Ritcey,Senior Staff,1993-09-10,9999-01-01,1
274369,Ranga,Waymire,Senior Staff,1997-01-27,9999-01-01,1
274813,Yefim,Pettey,Senior Staff,2000-08-07,9999-01-01,1
275158,Satyanarayana,Brandsma,Engineer,1999-12-08,9999-01-01,1
275263,Vojin,Laventhal,Senior Engineer,1999-10-18,9999-01-01,1
275444,Limsoon,Leppanen,Senior Engineer,2000-01-22,9999-01-01,1
275495,Shen,Yamaashi,Staff,1995-02-19,9999-01-01,1
275801,Ayakannu,Heinisuo,Senior Staff,1986-06-28,9999-01-01,1
275881,Jiann,Munro,Senior Engineer,1988-05-18,9999-01-01,1
275994,Uma,Prampolini,Senior Engineer,1998-02-21,9999-01-01,1
276027,Holgard,Stavenow,Senior Staff,1995-02-28,9999-01-01,1
276184,Mari,Swick,Senior Staff,1991-04-08,9999-01-01,1
276186,Sajjad,Vecchi,Senior Staff,1998-06-02,9999-01-01,1
276189,Isaac,Klerer,Senior Staff,2000-03-18,9999-01-01,1
276445,Atilio,Randi,Senior Engineer,1994-07-02,9999-01-01,1
276472,Hideyuki,Flanders,Senior Engineer,1994-11-10,9999-01-01,1
276563,Gift,Solares,Senior Staff,1995-08-01,9999-01-01,1
276868,Alois,Sanella,Staff,1998-03-13,9999-01-01,1
277316,Vitali,Rothenberg,Senior Staff,1998-10-04,9999-01-01,1
277362,Uzi,Kugler,Senior Staff,1991-01-12,9999-01-01,1
277420,Rayond,Schach,Senior Engineer,2001-04-21,9999-01-01,1
277777,Herbert,Itzigehl,Senior Engineer,1990-07-04,9999-01-01,1
277829,Michaela,Fandrianto,Senior Engineer,1986-06-02,9999-01-01,1
278239,Boaz,Bottner,Staff,1994-02-06,9999-01-01,1
278386,Caolyn,Poujol,Technique Leader,1995-12-03,9999-01-01,1
278452,Sudhanshu,Toyoshima,Senior Staff,1993-08-28,9999-01-01,1
278536,Munenori,Shobatake,Senior Staff,1999-01-10,9999-01-01,1
278549,Jaana,Werthner,Senior Staff,1997-07-27,9999-01-01,1
278953,Jeanna,Ghandeharizadeh,Senior Engineer,1990-08-11,9999-01-01,1
279115,Maren,DuCasse,Engineer,1997-11-29,9999-01-01,1
279280,Niranjan,Debuse,Senior Engineer,2001-09-21,9999-01-01,1
279791,Chiranjit,Lyonns,Engineer,1995-12-24,9999-01-01,1
280070,Niteen,Ebeling,Senior Staff,1993-03-29,9999-01-01,1
280291,Lenore,Badache,Staff,1998-11-24,9999-01-01,1
280420,Jahangir,Hofting,Senior Staff,1993-09-28,9999-01-01,1
280525,Kish,Herbst,Staff,1996-08-18,9999-01-01,1
280648,Heeju,Lorys,Senior Engineer,1992-12-26,9999-01-01,1
281570,Zijian,Covnot,Assistant Engineer,1994-09-13,9999-01-01,1
281692,Khosrow,Sommen,Senior Engineer,1990-03-03,9999-01-01,1
281848,Parke,Staylopatis,Senior Engineer,1999-07-31,9999-01-01,1
281859,Masanao,Papastamatiou,Senior Engineer,1993-11-25,9999-01-01,1
282191,Alper,Shinomoto,Engineer,1997-10-20,9999-01-01,1
282333,Nahla,Serdy,Senior Staff,2000-09-09,9999-01-01,1
282343,Xinglin,Haldar,Senior Staff,1993-07-20,9999-01-01,1
282547,Nahum,Codenie,Engineer,1999-06-14,9999-01-01,1
282585,Zijian,Lammel,Staff,1996-07-01,9999-01-01,1
282894,Fay,Bellmore,Senior Engineer,1998-05-03,9999-01-01,1
284300,Ishfaq,Mahmud,Senior Staff,1996-11-28,9999-01-01,1
284431,Pintsang,Fujisawa,Senior Staff,2002-04-16,9999-01-01,1
284561,Duri,Beznosov,Senior Engineer,1988-02-15,9999-01-01,1
284687,Oksana,Redmiles,Senior Engineer,1992-06-22,9999-01-01,1
284691,Theron,Ressouche,Senior Engineer,1994-08-17,9999-01-01,1
284711,Martijn,Azevdeo,Senior Engineer,1988-02-10,9999-01-01,1
284717,Gal,Ranta,Senior Engineer,1997-11-07,9999-01-01,1
284856,Moto,Kobara,Senior Engineer,1998-12-12,9999-01-01,1
284954,Anneke,Hammerschmidt,Engineer,1996-01-30,9999-01-01,1
285164,Xiaocheng,Kumaresan,Staff,1994-10-03,9999-01-01,1
285396,Lena,Kohling,Senior Engineer,1991-10-04,9999-01-01,1
285905,Kellyn,Bage,Senior Staff,1994-11-04,9999-01-01,1
285906,Arnould,Buescher,Engineer,1998-03-26,9999-01-01,1
286026,Utpal,Zaumen,Senior Staff,1997-02-24,9999-01-01,1
286029,Jaques,Nanard,Staff,1996-07-16,9999-01-01,1
286370,Toshimitsu,Seuren,Senior Staff,2000-01-19,9999-01-01,1
286452,Behnaam,Bierbaum,Engineer,1999-01-31,9999-01-01,1
286573,Nahum,Nishimukai,Senior Engineer,1997-02-01,9999-01-01,1
286779,Sigeru,Versino,Engineer,1998-08-31,9999-01-01,1
286986,Woody,Trelles,Senior Engineer,1996-05-23,9999-01-01,1
287323,Steve,Dengi,Staff,1999-09-15,9999-01-01,1
287327,Youjian,Felder,Senior Staff,2000-07-15,9999-01-01,1
287334,Elliott,Speer,Engineer,1998-08-08,9999-01-01,1
287482,Shigeaki,Gihr,Senior Engineer,2002-03-18,9999-01-01,1
287583,Jovan,Hockney,Senior Engineer,1997-06-21,9999-01-01,1
287609,Sailaja,Negoita,Senior Engineer,2000-01-19,9999-01-01,1
287713,Aamod,Ranka,Senior Staff,1992-12-07,9999-01-01,1
287808,Vidar,Ozeki,Technique Leader,1996-06-17,9999-01-01,1
287983,Randi,Munos,Senior Staff,1990-09-07,9999-01-01,1
287984,Troy,Kobuchi,Senior Engineer,1999-02-12,9999-01-01,1
288028,Kauko,Narwekar,Senior Engineer,1994-12-16,9999-01-01,1
288142,Shay,Heystek,Senior Staff,1995-04-01,9999-01-01,1
288166,Masoud,Asmuth,Staff,1994-09-05,9999-01-01,1
288560,Yifei,Birjandi,Senior Staff,1999-02-07,9999-01-01,1
288563,Cristinel,Gerlach,Senior Engineer,2001-01-08,9999-01-01,1
288606,Susumu,Swiss,Senior Staff,1996-11-14,9999-01-01,1
288665,Horward,Khasidashvili,Senior Engineer,1998-11-19,9999-01-01,1
288893,Bedrich,Rosenbaum,Senior Engineer,1998-01-27,9999-01-01,1
289454,Bowen,Narwekar,Senior Engineer,1985-03-08,9999-01-01,1
289687,Fai,Maccarone,Senior Staff,1993-10-30,9999-01-01,1
289807,Soenke,Lemarechal,Senior Staff,2000-09-03,9999-01-01,1
289909,Hilari,Vecchio,Senior Staff,1998-04-24,9999-01-01,1
290009,Zijian,Rindone,Senior Staff,1997-07-09,9999-01-01,1
290075,Boalin,Byoun,Senior Staff,1996-09-30,9999-01-01,1
290284,Kwangjo,Menhardt,Engineer,1996-01-11,9999-01-01,1
290441,Gregory,Collavizza,Senior Staff,1993-09-08,9999-01-01,1
290467,Shaowen,Poulakidas,Senior Staff,1992-04-14,9999-01-01,1
290478,Tsvetan,Sherertz,Engineer,1998-08-07,9999-01-01,1
290563,Shigehiro,Oxenboll,Senior Engineer,1986-02-26,9999-01-01,1
290769,Lalit,Blokdijk,Senior Engineer,1999-02-01,9999-01-01,1
291352,Danai,Trelles,Technique Leader,1992-04-17,9999-01-01,1
291612,Siamak,Gomatam,Engineer,1998-07-08,9999-01-01,1
291669,Faiza,Bach,Engineer,1999-09-13,9999-01-01,1
292110,Menkae,Showalter,Senior Engineer,2001-08-09,9999-01-01,1
292146,Khatoun,Pulkowski,Engineer,1998-01-11,9999-01-01,1
292210,Masaru,Huhdanpaa,Senior Engineer,2001-11-23,9999-01-01,1
292404,Hongzue,Zultner,Senior Staff,1990-02-22,9999-01-01,1
292504,Georgi,Bednarek,Senior Engineer,2002-03-02,9999-01-01,1
292515,Bernd,Thummel,Engineer,1998-08-03,9999-01-01,1
292828,Ziya,Tokunaga,Senior Engineer,1995-01-08,9999-01-01,1
293080,Hideyuki,Slaats,Senior Staff,1987-05-30,9999-01-01,1
293154,Syozo,Maliniak,Senior Staff,1992-11-09,9999-01-01,1
293280,Moti,Steenbeek,Senior Engineer,1993-01-21,9999-01-01,1
293329,Fumiya,Griswold,Senior Engineer,1994-06-12,9999-01-01,1
293746,Sanjay,Litecky,Senior Engineer,2000-08-26,9999-01-01,1
293752,Jungsoon,Bail,Senior Staff,1994-02-18,9999-01-01,1
294144,Takanari,Ermel,Senior Staff,1999-01-11,9999-01-01,1
294241,Marl,Fiebach,Senior Staff,2000-07-25,9999-01-01,1
294446,Claudi,Ruemmler,Staff,1999-08-13,9999-01-01,1
294461,Siddarth,Rosiles,Senior Engineer,1985-11-18,9999-01-01,1
294527,Ashish,Candan,Senior Staff,1992-02-02,9999-01-01,1
294652,Hironobu,Brodie,Senior Engineer,1993-09-17,9999-01-01,1
294791,Vesna,Lammel,Assistant Engineer,1999-10-08,9999-01-01,1
294857,Caolyn,Ozeri,Senior Engineer,1993-07-29,9999-01-01,1
295030,Fun,Keirsey,Senior Staff,1985-07-09,9999-01-01,1
295236,Kauko,Fujisawa,Senior Engineer,1992-09-12,9999-01-01,1
295254,Xuejun,Pfau,Senior Staff,1993-07-24,9999-01-01,1
295255,Jacopo,Bellone,Technique Leader,1988-03-13,9999-01-01,1
295262,Moon,Pews,Assistant Engineer,1994-08-06,9999-01-01,1
295268,Eben,Calkin,Senior Staff,2001-12-19,9999-01-01,1
295278,Val,Barvinok,Senior Engineer,2000-01-02,9999-01-01,1
295411,Chiranjit,Serot,Staff,1997-04-04,9999-01-01,1
295857,Kankanahalli,Ciolek,Senior Staff,1998-12-26,9999-01-01,1
296062,Shaz,Driscoll,Staff,1998-10-03,9999-01-01,1
296303,Mariangiola,Heyers,Technique Leader,1992-08-04,9999-01-01,1
296428,Charmane,Simmen,Senior Staff,1997-03-07,9999-01-01,1
296664,Dipayan,Geffroy,Senior Engineer,1987-09-17,9999-01-01,1
296687,Palash,Spieker,Senior Staff,1996-05-10,9999-01-01,1
296718,Kamakshi,Bahl,Senior Engineer,1987-12-22,9999-01-01,1
297232,Lokesh,Saoudi,Senior Staff,1999-05-25,9999-01-01,1
297431,Cathie,Ratnakar,Senior Staff,1996-06-23,9999-01-01,1
297474,Irena,Terkki,Staff,1998-03-11,9999-01-01,1
297905,Marc,Bahl,Assistant Engineer,1997-06-18,9999-01-01,1
297954,Sailaja,Fujisaki,Assistant Engineer,1995-07-24,9999-01-01,1
298339,King,Benzmuller,Senior Engineer,1995-09-04,9999-01-01,1
298577,Florina,Litecky,Senior Staff,1994-12-02,9999-01-01,1
298953,Zita,Syang,Staff,1998-12-29,9999-01-01,1
299346,Fumitake,Sichman,Senior Staff,1991-02-21,9999-01-01,1
299580,Luisa,Itzfeldt,Engineer,1997-01-23,9999-01-01,1
299718,Denny,Shobatake,Senior Staff,2002-06-22,9999-01-01,1
299737,Patricio,Itzfeldt,Senior Staff,1994-05-21,9999-01-01,1
400046,Hilari,Christ,Senior Staff,1991-01-19,9999-01-01,1
400358,Angus,Jullig,Senior Engineer,1997-04-13,9999-01-01,1
400683,Kamakshi,Manders,Staff,1995-08-05,9999-01-01,1
400780,Poornachandra,Asser,Engineer,1993-11-07,9999-01-01,1
400796,Bodo,Halevi,Engineer,1996-05-30,9999-01-01,1
401154,Danae,Kragelund,Senior Staff,1993-05-19,9999-01-01,1
401278,Oguz,Schurmann,Engineer,1995-11-11,9999-01-01,1
401333,Martins,Shokrollahi,Senior Engineer,1991-11-04,9999-01-01,1
401420,Florian,Uhrig,Senior Staff,1987-01-31,9999-01-01,1
401574,Yannik,Falco,Technique Leader,1988-01-15,9999-01-01,1
402025,Shigehito,Duclos,Senior Engineer,1992-09-19,9999-01-01,1
402102,Kersti,Granlund,Engineer,1995-03-19,9999-01-01,1
402664,Subhada,Janetzko,Senior Engineer,1987-01-25,9999-01-01,1
402718,Jeanna,Rettelbach,Senior Engineer,1996-02-14,9999-01-01,1
402827,Weidon,Pollacia,Senior Staff,1996-02-27,9999-01-01,1
403010,Toshimitsu,Sluis,Senior Engineer,1985-02-18,9999-01-01,1
403621,Deborah,Kaminger,Senior Staff,1997-06-04,9999-01-01,1
403644,Krisda,Hainaut,Senior Staff,2000-07-07,9999-01-01,1
403954,Jeanna,Bratten,Senior Engineer,1997-07-26,9999-01-01,1
404018,Valery,Babb,Senior Engineer,1998-10-19,9999-01-01,1
404236,Zengping,Kakkar,Senior Engineer,1996-07-22,9999-01-01,1
404462,Anestis,Setlzner,Senior Engineer,1991-07-13,9999-01-01,1
404573,Eberhardt,Spelt,Staff,1997-07-05,9999-01-01,1
404755,Manu,Junet,Senior Staff,1996-04-19,9999-01-01,1
404788,Basem,Beausoleil,Engineer,1998-03-16,9999-01-01,1
405015,Morris,Fargier,Senior Staff,1996-06-29,9999-01-01,1
405063,Yechezkel,Yurov,Senior Engineer,1998-11-30,9999-01-01,1
406125,Georgi,Portugali,Technique Leader,1987-09-27,9999-01-01,1
406239,Marek,Tomescu,Senior Engineer,2002-05-15,9999-01-01,1
406564,Parviz,Picco,Engineer,1995-04-16,9999-01-01,1
406714,Malu,Ossenbruggen,Senior Staff,1994-11-21,9999-01-01,1
406847,Alexius,Crouzet,Staff,1999-10-05,9999-01-01,1
407522,Tommaso,Raczkowsky,Staff,1996-08-29,9999-01-01,1
407837,Fei,Erez,Senior Engineer,1991-10-15,9999-01-01,1
408019,Shridhar,Chleq,Senior Engineer,1996-03-21,9999-01-01,1
408114,Geoffrey,Ladret,Engineer,1994-01-03,9999-01-01,1
408163,Irene,Sethi,Senior Engineer,1996-09-06,9999-01-01,1
408417,Tsz,Daescu,Staff,1994-01-29,9999-01-01,1
408437,Uno,Solares,Senior Staff,1999-09-22,9999-01-01,1
408447,Mayuri,Werthner,Senior Staff,1999-08-19,9999-01-01,1
408654,Yongqiao,Cochrane,Senior Staff,1991-10-27,9999-01-01,1
408953,Jolita,Claffy,Senior Engineer,1993-12-24,9999-01-01,1
409391,Willard,Verspoor,Engineer,1999-02-28,9999-01-01,1
409798,Dekang,Tsunoo,Technique Leader,1995-01-19,9999-01-01,1
409805,Frazer,Candan,Senior Engineer,1999-03-05,9999-01-01,1
409898,Divier,Ishibashi,Senior Engineer,1994-09-22,9999-01-01,1
410028,Xiadong,McClurg,Senior Staff,1994-09-17,9999-01-01,1
410372,Duri,Mitina,Senior Engineer,1995-03-04,9999-01-01,1
410433,Kazuhisa,Riesenhuber,Senior Engineer,1992-10-06,9999-01-01,1
410616,Gudjon,Kalorkoti,Senior Engineer,1999-04-14,9999-01-01,1
410804,Ronnie,Denos,Senior Engineer,1997-06-08,9999-01-01,1
410881,Koichi,Grabner,Senior Engineer,1990-04-24,9999-01-01,1
411070,Otmar,Brandsma,Senior Engineer,1992-05-27,9999-01-01,1
411082,Martine,Cangellaris,Senior Engineer,1998-04-28,9999-01-01,1
411143,Goncalo,Barbanera,Senior Staff,1996-09-01,9999-01-01,1
412404,Mitsuyuki,Jeansoulin,Senior Engineer,1999-10-28,9999-01-01,1
412757,Leen,Peak,Engineer,1999-11-20,9999-01-01,1
413098,Hsiangchu,Taubenfeld,Senior Staff,1999-04-17,9999-01-01,1
413205,Mototsugu,Prampolini,Senior Staff,1988-06-12,9999-01-01,1
413666,Remco,Duclos,Senior Staff,1996-04-18,9999-01-01,1
413729,Harjit,Ernst,Technique Leader,1992-04-26,9999-01-01,1
413831,Mohamadou,Grabner,Senior Staff,1998-11-25,9999-01-01,1
413832,Marco,Jahnichen,Senior Staff,1995-03-28,9999-01-01,1
414027,Tadanori,Msuda,Senior Engineer,1997-11-06,9999-01-01,1
414091,Wuxu,Kuhnemann,Engineer,1997-08-19,9999-01-01,1
414543,Bernd,Anick,Senior Engineer,1988-11-19,9999-01-01,1
414551,Elliott,Copas,Senior Engineer,1999-09-13,9999-01-01,1
414662,Ipke,Schneeberger,Senior Engineer,1994-09-20,9999-01-01,1
414714,Chinho,Delgrande,Senior Staff,1996-11-07,9999-01-01,1
414814,Dayanand,Wielonsky,Staff,1999-02-15,9999-01-01,1
414897,Juyoung,Willoner,Senior Staff,1994-11-03,9999-01-01,1
415187,Juyoung,Peltason,Assistant Engineer,1998-09-01,9999-01-01,1
415338,Shigeo,Emmart,Assistant Engineer,1995-12-24,9999-01-01,1
415363,Conal,Shackell,Senior Staff,1993-01-25,9999-01-01,1
415563,Mrinalini,Bierbaum,Senior Engineer,1994-03-12,9999-01-01,1
416074,Alain,Lieberherr,Senior Engineer,1996-05-10,9999-01-01,1
416383,Nectarios,Itschner,Senior Engineer,1996-03-01,9999-01-01,1
416420,Adamantios,Heemskerk,Senior Staff,1986-08-08,9999-01-01,1
416492,Kannan,Meriste,Senior Engineer,1992-08-12,9999-01-01,1
416660,Nathalie,Luke,Senior Engineer,1997-09-15,9999-01-01,1
416720,Tokuyasu,Xiaoshan,Senior Engineer,1998-09-19,9999-01-01,1
416877,Gio,Orsini,Senior Staff,1993-12-07,9999-01-01,1
416892,Shooichi,Vandervoorde,Engineer,1996-08-16,9999-01-01,1
417435,Bouchung,Zaumen,Senior Staff,1999-01-29,9999-01-01,1
418239,Josyula,Motley,Senior Engineer,1992-09-05,9999-01-01,1
418247,Oscar,Oppitz,Senior Staff,2001-06-29,9999-01-01,1
418298,Arvin,Pusterhofer,Senior Engineer,2002-03-02,9999-01-01,1
418309,Danel,Petereit,Senior Engineer,1994-02-21,9999-01-01,1
418380,Kazuhiko,Gornas,Senior Engineer,1993-05-20,9999-01-01,1
418566,Kazuhide,Snedden,Senior Engineer,1996-06-14,9999-01-01,1
418606,Michaela,Otillio,Engineer,1994-01-05,9999-01-01,1
418717,Arunachalam,Magliocco,Senior Staff,1992-12-22,9999-01-01,1
418860,Ymte,Dalton,Senior Staff,1997-11-22,9999-01-01,1
419099,Heon,Broomell,Staff,1998-05-06,9999-01-01,1
419953,Ung,Orlowski,Senior Staff,1998-07-22,9999-01-01,1
420086,Susuma,Kitsuregawa,Senior Engineer,1993-05-28,9999-01-01,1
420476,Mariangiola,Bolsens,Senior Staff,1994-06-15,9999-01-01,1
420557,Mabhin,Eastman,Senior Staff,1994-08-02,9999-01-01,1
420694,Frazer,Barbanera,Senior Staff,1991-11-04,9999-01-01,1
420732,Willard,Morrin,Senior Staff,2001-05-27,9999-01-01,1
420759,Raimond,Solovay,Staff,1997-10-03,9999-01-01,1
420765,Shawna,Krider,Senior Staff,1997-03-09,9999-01-01,1
420877,Khosrow,Erez,Senior Staff,1996-02-11,9999-01-01,1
421022,Shigeaki,Butner,Senior Staff,1996-07-13,9999-01-01,1
421033,Garnik,Randt,Senior Staff,1994-12-23,9999-01-01,1
421074,Zhaofang,Falster,Senior Staff,1999-06-29,9999-01-01,1
421312,Mariangiola,Bashian,Engineer,1999-09-18,9999-01-01,1
421384,Renny,Bednarek,Senior Staff,1995-06-01,9999-01-01,1
421755,Shichao,Thiria,Senior Engineer,2001-01-10,9999-01-01,1
422146,Kenton,Miara,Engineer,1999-05-14,9999-01-01,1
422783,Jagoda,Uhrig,Engineer,1995-09-01,9999-01-01,1
423038,Takushi,Strehl,Senior Staff,1988-10-04,9999-01-01,1
423204,Uma,Stranks,Senior Staff,1996-09-12,9999-01-01,1
